סמל היישוב,שם יישוב,"סה""כ",זכר,נקבה
450,בארות יצחק,412,200,213
559,בוסתן הגליל,"1,257",640,617
697,בארותיים,"1,151",578,573
698,בורגתה,"1,118",557,561
740,אשתאול,"1,267",633,634
762,בטחה,775,387,388
"1,278",באר מילכה,182,92,90
"1,376",באר גנים,"1,024",469,556
"2,043",בחן,"1,008",525,483
"2,530",באר יעקב,"22,851","11,774","11,077"
"9,000",באר שבע,"207,551","101,404","106,147"
482,בועיינה-נוג'ידאת,"9,467","4,904","4,563"
998,ביר אל-מכסור,"9,118","4,622","4,496"
"1,348",ביר הדאג',"5,265","2,596","2,669"
"4,001",בוקעאתא,"6,485","3,335","3,150"
"6,000",באקה אל-גרביה,"29,035","14,676","14,359"
95,בית אלפא,727,367,361
143,בית זרע,577,277,301
242,בית השיטה,"1,251",620,631
317,בית אורן,470,247,223
322,בית הלל,799,411,388
353,בית זיד,82,46,37
368,בירייה,825,415,410
373,בית הלוי,813,395,418
466,בית דגן,"7,143","3,609","3,535"
562,בית אלעזרי,"1,543",801,742
571,בית גמליאל,982,492,490
572,בית העמק,552,259,293
619,בית גוברין,434,213,222
710,בית זית,"1,694",814,880
723,בית הגדי,793,422,371
"1,076",בית ברל,192,66,125
"3,574",בית אל,"6,101","3,247","2,854"
"3,645",בית הערבה,222,105,118
"3,652",בית אריה,"4,955","2,488","2,467"
480,בית ג'ן,"11,714","5,904","5,810"
16,בית ניר,590,301,289
159,בית חנן,575,272,303
200,בית ינאי,404,212,192
202,בית עובד,278,140,138
212,בית צבי,273,224,49
265,בית יוסף,440,235,204
288,בית יהושע,"1,076",519,557
301,בית עוזיאל,623,301,322
326,בית יצחק-שער חפר,"2,112","1,010","1,102"
430,בית לחם הגלילית,788,395,392
604,בית עריף,"1,120",574,546
672,בית נקופה,690,337,353
751,בית מאיר,778,389,388
756,בית עזרא,"1,125",572,553
784,בית נחמיה,887,427,460
800,בית חנניה,902,464,438
877,בית חירות,897,433,463
"1,050",בית חשמונאי,"2,195","1,103","1,092"
"2,033",בית חלקיה,"1,176",784,392
"3,575",בית חורון,"1,274",667,607
94,בלפוריה,491,254,236
248,בית שערים,749,358,391
252,ביתן אהרן,376,138,238
365,בית קשת,648,307,340
386,בני דרור,"1,224",537,687
592,בני דרום,780,389,391
598,בית קמה,"1,445",729,716
712,בן עמי,776,388,388
747,בית שקמה,876,452,423
760,בן זכאי,"1,078",558,520
848,בית רבן,"1,222",329,892
"1,084",בן שמן (כפר נוער),630,332,298
"1,162",בית רימון,684,380,304
"1,368",בני דקלים,884,464,420
"2,013",בן שמן (מושב),862,430,431
"2,610",בית שמש,"114,371","57,262","57,108"
"3,780",ביתר עילית,"54,557","27,260","27,297"
"4,015",בני יהודה,"1,049",517,532
"6,100",בני ברק,"193,774","98,982","94,792"
"9,200",בית שאן,"17,704","8,894","8,810"
389,בצרה,"1,188",597,590
418,בני ציון,"1,401",689,712
428,ברור חיל,955,492,463
448,בני עטרות,972,495,477
588,בני ראם,"1,356",691,664
589,בצת,263,119,145
685,בניה,805,404,401
823,בר גיורא,670,332,337
864,בקוע,724,371,352
"1,066","בני עי""ש","6,998","3,377","3,620"
"1,191",בר יוחאי,"1,015",496,519
"1,363",בני נצרים,671,343,328
"2,060",ברוש,483,239,244
"3,612",בקעות,184,92,93
"3,710",ברכה,"2,468","1,286","1,182"
"3,744",ברוכין,919,463,456
"9,800",בנימינה-גבעת עדה*,"15,634","7,758","7,877"
483,בענה,"8,110","4,049","4,062"
944,בסמת טבעון,"7,735","3,839","3,896"
"1,326","בסמ""ה","9,536","4,873","4,663"
33,בת שלמה,647,330,318
86,גבע,624,291,333
141,ברק,423,189,234
352,גבולות,345,172,173
379,גאולים,943,451,492
424,גבים,597,295,302
617,ברקאי,559,276,284
667,ברעם,585,305,280
683,גבע כרמל,"1,200",588,612
746,ברכיה,"1,212",664,549
853,גאליה,990,507,483
872,גאולי תימן,365,191,174
"1,319",בת חפר,"5,445","2,754","2,691"
"1,323",בת הדר,767,392,375
"1,361",בת חן,407,205,202
"2,038",ברקת,"1,968",961,"1,007"
"3,654",ברקן,"1,825",904,921
"3,763",גבע בנימין,"5,409","2,715","2,694"
"3,794",בת עין,"1,428",733,695
"6,200",בת ים,"128,655","61,174","67,481"
147,גבעת ברנר,"2,669","1,324","1,345"
173,גבעת חיים (מאוחד),990,494,496
207,"גבעת ח""ן",355,178,177
360,"גבעת ניל""י",760,387,373
566,גבעת שמש,86,68,18
681,גבעת שמואל,"25,776","12,816","12,960"
703,גבעת עוז,487,244,243
787,גבעת יערים,"1,467",730,737
802,"גבעת כ""ח",911,465,446
870,גבעת השלושה,816,417,399
919,גבעת ישעיהו,846,413,433
"1,077",גבעת שפירא,414,199,215
"1,288",גבעת אלה,"1,947",976,972
"1,293",גבעת אבני,"1,991",999,992
"1,344",גבעות בר,"1,024",515,509
"2,014",גבעולים,340,169,171
"2,018",גבעת חיים (איחוד),"1,088",529,559
"3,644",גבעון החדשה,"1,139",590,550
"3,730",גבעת זאב,"17,323","8,625","8,698"
"4,021",גבעת יואב,690,337,353
35,גדות,421,210,211
133,גבת,908,432,476
145,גדיש,384,190,194
196,גיבתון,347,162,184
342,גברעם,457,250,207
370,גזר,274,130,144
442,גדעונה,446,228,218
457,גזית,702,337,365
706,גיאה,973,491,482
736,גילת,"1,411",726,685
755,גורן,426,224,201
793,גבעתי,"1,002",494,508
852,גונן,354,171,183
"1,043",גיזו,210,108,102
"1,204",גילון,"1,040",527,513
"1,219",גורנות הגליל,181,91,89
"2,550",גדרה,"27,498","13,351","14,147"
"6,300",גבעתיים,"59,518","28,156","31,362"
485,ג'ולס,"6,273","3,200","3,073"
"1,292",ג'דיידה-מכר,"20,613","10,390","10,222"
72,גן שמואל,905,429,476
92,גיניגר,680,339,340
144,גן שלמה,550,265,286
166,גן יבנה,"23,531","11,809","11,722"
225,גן השומרון,822,403,419
239,גן חיים,823,404,419
262,גינוסר,592,270,322
311,גן שורק,701,361,340
346,גליל ים,500,236,264
369,גלעד (אבן יצחק),485,250,235
393,גלאון,434,225,209
734,גן יאשיה,982,517,465
745,גמזו,"1,201",600,601
863,גינתון,903,483,420
"1,072",גן הדרום,599,309,290
"1,206",גיתה,289,147,141
"1,274",גן נר,"2,700","1,348","1,351"
"3,606",גלגל,180,83,97
"3,613",גיתית,457,248,209
627,ג'לג'וליה,"9,836","5,037","4,799"
39,גפן,420,229,191
128,גת רימון,292,149,143
218,גני עם,248,120,128
229,גני תקווה,"18,240","8,817","9,422"
305,גשר,420,201,219
340,גת (קיבוץ),779,388,391
463,געתון,630,327,304
549,גנות הדר,956,496,460
574,גשר הזיו,"1,632",804,828
836,גנות,616,302,314
842,געש,728,347,381
862,גני יוחנן,625,325,301
"1,103",גני הדר,302,155,146
"1,129",גרופית,257,126,131
"1,371",גני טל,792,408,384
"3,823",גני מודיעין,"2,445","1,201","1,245"
"4,022",גשור,279,142,137
487,ג'ש (גוש חלב),"3,085","1,527","1,558"
541,ג'סר א-זרקא,"14,438","7,180","7,258"
628,ג'ת,"11,644","5,945","5,699"
62,דגניה א',752,400,352
79,דגניה ב',655,334,321
146,דבורה,214,102,112
300,דלייה,801,381,420
336,דורות,812,415,397
407,דברת,429,221,208
431,דלתון,850,437,413
738,דור,420,207,214
849,דבירה,935,454,481
"1,067","דוב""ב",481,244,237
"2,063",דישון,355,176,180
"2,200",דימונה,"33,666","16,718","16,948"
"3,747",דולב,"1,400",615,785
475,דחי,665,344,321
489,דבורייה,"10,154","5,196","4,958"
490,דייר אל-אסד,"12,106","6,224","5,882"
492,דייר חנא,"10,102","5,091","5,010"
493,דייר ראפאת,88,46,42
494,דאלית אל-כרמל,"17,201","8,740","8,461"
"1,317",דמיידה,490,251,238
191,הדר עם,669,340,329
250,הזורע,857,404,452
302,דפנה,953,458,494
303,דן,736,365,371
307,הזורעים,"1,030",592,439
356,הגושרים,783,380,403
377,המעפיל,829,397,432
423,העוגן,898,438,460
434,החותרים,790,388,402
675,הבונים,359,186,173
677,הסוללים,936,477,459
684,היוגב,683,340,343
702,האון,182,78,104
726,הודייה,491,230,262
"1,186",הושעיה,"1,993",995,998
"1,208",הילה,566,288,278
"1,241",דקל,333,157,176
"1,322",הודיות,360,192,168
"9,700",הוד השרון,"61,102","29,693","31,409"
"1,349",דריג'את,"1,153",587,566
44,זוהר,353,190,163
464,הראל,271,135,136
584,זיקים,734,376,357
788,זיתן,"1,075",552,522
799,זכריה,"1,079",517,562
815,זבדיאל,514,260,254
816,זנוח,486,254,232
"1,065",זמרת,564,279,285
"1,133",ורדון,294,153,141
"1,203",הררית,466,237,229
"1,249",הרדוף,"1,120",547,573
"1,261",הר עמשא,159,88,70
"2,064",זרועה,415,211,204
"3,603",הר גילה,"1,568",783,785
"3,639",ורד יריחו,298,156,142
"3,769",הר אדר,"4,058","2,019","2,039"
"6,400",הרצלייה,"93,989","45,642","48,347"
"9,300",זכרון יעקב,"22,984","11,347","11,637"
975,זרזיר,"7,792","3,944","3,848"
"1,290",זמר,"6,779","3,432","3,347"
115,חופית,750,356,393
160,חולדה,"1,067",534,532
205,חגלה,871,409,462
235,חבצלת השרון,640,405,235
253,חולתה,654,325,329
374,חוקוק,595,303,292
618,חדיד,888,453,435
662,חוסן,"1,092",548,544
717,חגור,"1,175",581,594
818,זרחיה,711,359,352
"1,110",חבר,518,257,261
"1,239",חולית,163,79,84
"3,764",חגי,596,335,261
"4,026",חד-נס,839,451,388
"6,500",חדרה,"93,973","46,380","47,592"
"6,600",חולון,"192,624","92,998","99,626"
496,חורפיש,"6,231","3,136","3,095"
"1,303",חורה,"20,782","10,429","10,353"
"1,321",ח'ואלד,503,254,249
"1,332",חוסנייה,686,343,343
90,חפצי-בה,702,326,376
162,חירות,"1,281",618,662
219,חיבת ציון,666,341,324
280,חניתה,756,372,384
343,חמדיה,379,186,193
355,חורשים,310,150,160
363,חפץ חיים,530,264,266
801,חמד,"1,229",739,491
807,חניאל,953,467,486
820,חלץ,453,241,212
"1,047",חזון,327,161,166
"1,257",חנתון,878,455,422
"1,272",חלוץ,497,244,253
"3,573",חלמיש,"1,314",732,581
"3,609",חמרה,126,71,55
"3,643",חיננית,"1,295",683,611
"3,646",חמדת,248,133,115
"4,005",חספין,"1,904","1,284",620
993,חמאם,"1,455",703,753
"4,000",חיפה,"281,087","135,265","145,822"
13,חצבה,584,296,288
268,טירת צבי,801,415,385
397,חצרים,808,382,427
406,חצור-אשדוד,604,303,301
422,חרב לאת,828,513,315
663,טירת יהודה,"1,195",600,595
700,חצב,"1,468",740,728
"1,024",חרוצים,898,434,464
"1,209",חרשים,315,155,160
"1,247",חריש,"3,582","1,798","1,783"
"2,034",חצור הגלילית,"9,060","4,637","4,424"
"2,100",טירת כרמל,"21,256","10,467","10,789"
"3,717",חרמש,215,116,99
"3,770",חשמונאים,"2,820","1,375","1,445"
"6,700",טבריה,"43,664","21,829","21,835"
497,טייבה (בעמק),"1,810",908,902
498,טורעאן,"13,703","7,025","6,678"
962,טובא-זנגרייה,"6,530","3,215","3,315"
"2,720",טירה,"25,721","12,920","12,801"
"2,730",טייבה,"42,401","21,351","21,050"
46,יבנאל,"4,281","2,138","2,144"
64,"יד רמב""ם","1,085",538,547
96,יגור,"1,561",782,780
358,יד מרדכי,748,386,362
462,טל שחר,"1,362",681,681
577,יד בנימין,"4,049","2,026","2,023"
758,יד חנה,905,459,446
775,יד נתן,626,331,294
798,יגל,946,468,478
"1,134",יד השמונה,280,125,155
"1,177",טללים,479,235,244
"1,181",טל-אל,"1,155",599,557
"1,214",טפחות,463,264,199
"1,232",יבול,345,181,165
"2,660",יבנה,"45,483","22,683","22,799"
"3,743",טנא,799,421,378
"3,788",טלמון,"4,058","2,027","2,031"
547,טמרה (יזרעאל),"1,553",770,783
"1,295",יאנוח-ג'ת,"6,466","3,248","3,218"
"8,900",טמרה,"33,380",,
29,יסוד המעלה,"1,697",833,865
409,יחיעם,663,343,320
440,יסודות,882,538,344
452,יזרעאל,568,272,296
575,יסעור,839,419,420
753,ינוב,926,482,443
803,יושיביה,608,320,288
811,יכיני,692,356,337
866,יטבתה,667,337,330
"1,112",יודפת,829,413,416
"1,138",יעד,709,359,350
"1,144",ידידה,212,152,60
"1,158",יהל,206,107,100
"1,226",יובלים,"1,131",553,579
"2,009",יובל,617,313,304
"2,011",ינון,"1,127",555,572
"3,607","ייט""ב",327,153,174
"4,007",יונתן,668,277,391
"9,400",יהוד,"29,689","14,596","15,093"
134,יפעת,"1,164",588,576
183,ירקונה,368,182,185
240,יקנעם עילית,"22,746","11,180","11,566"
241,יקנעם (מושבה),"1,367",667,700
417,יקום,733,359,374
453,יפתח,520,265,256
623,יראון,390,196,194
718,ירחיב,"1,005",517,488
759,יציץ,805,417,388
795,יערה,742,377,365
831,ירוחם,"9,511","5,013","4,498"
916,ישע,394,203,190
"1,044",יעף,308,151,157
"2,026",ירדנה,360,174,186
"3,566",יפית,164,80,84
"3,647",יקיר,"2,056","1,044","1,011"
"3,749",יצהר,"1,553",848,705
499,יפיע,"18,676","9,426","9,250"
502,ירכא,"16,747","8,614","8,133"
"3,000",ירושלים,"901,302","448,930","452,372"
371,כדורי,230,140,90
576,כברי,"1,053",518,535
805,ישעי,767,387,380
824,כוכב מיכאל,"1,022",541,481
828,ישרש,"1,007",518,490
840,כיסופים,233,114,118
"1,153",כישור,176,114,63
"1,183",כליל,685,336,348
"1,210",כחל,414,201,213
"1,224",כוכב יאיר,"8,889","4,457","4,432"
"1,227",יתד,420,220,200
"1,229",כלנית,220,123,97
"1,252",כורזים,341,156,185
"1,338",כדיתה,180,100,79
"3,564",כוכב השחר,"2,053","1,113",940
"3,779",כוכב יעקב,"7,687","3,745","3,942"
504,כאבול,"13,649","6,881","6,769"
505,כאוכב אבו אל-היג'א,"3,458","1,723","1,735"
"1,331",כמאנה,"1,453",746,707
"1,367",כחלה,182,100,81
57,כנרת (קבוצה),681,345,336
63,כנרת (מושבה),680,342,338
132,כפר ברוך,572,286,286
177,"כפר ביל""ו","1,295",659,636
220,כפר ביאליק,871,457,414
357,כפר בלום,746,362,384
364,כפר אוריה,936,485,451
690,כפר אחים,857,427,430
857,כפר אביב,800,412,388
859,כסלון,418,214,204
"1,201",כמון,"1,366",671,694
"1,291",כמהין,176,91,85
"2,006",כנות,433,246,187
"2,010",כפר בן נון,727,372,355
"3,638",כפר אדומים,"4,381","2,239","2,142"
"4,028",כנף,459,219,241
633,כפר ברא,"3,489","1,750","1,739"
978,כעביה-טבאש-חג'אג'רה,"5,205","2,617","2,588"
"1,059",כסיפה,"20,250","10,151","10,099"
"1,296",כסרא-סמיע,"8,515","4,334","4,181"
76,כפר גלעדי,670,326,344
106,כפר גדעון,360,183,177
187,כפר הס,"1,599",802,797
190,כפר ויתקין,"2,005","1,009",996
192,כפר החורש,661,312,349
217,"כפר הרא""ה","1,499",885,614
254,כפר המכבי,368,178,190
310,כפר גליקסון,291,149,141
320,כפר ורבורג,"1,130",540,590
427,כפר גלים,339,191,149
443,כפר הנשיא,850,415,434
582,כפר הנגיד,"1,216",627,588
696,"כפר חב""ד","6,214","3,044","3,170"
707,כפר דניאל,725,360,364
786,כפר זיתים,786,458,328
888,"כפר הרי""ף",844,444,400
890,כפר הנוער הדתי,240,149,90
"1,263",כפר ורדים,"5,546","2,712","2,834"
"1,325",כפר זוהרים,197,168,29
"3,796",כפר האורנים,"2,708","1,360","1,348"
85,כפר יחזקאל,"1,176",594,582
98,"כפר מל""ל",321,168,153
112,כפר חסידים א',861,440,421
140,כפר יהושע,"1,211",590,621
168,כפר יונה,"22,537","11,314","11,223"
170,כפר יעבץ,665,326,340
193,כפר חיים,623,316,307
233,כפר ידידיה,743,394,349
255,כפר חיטים,635,342,294
387,כפר מונש,946,469,477
609,כפר חושן,755,390,365
673,כפר טרומן,877,430,447
889,כפר חסידים ב',439,208,231
"1,095",כפר מימון,346,164,181
"1,297",כפר חנניה,742,376,366
"4,004",כפר חרוב,400,208,192
507,כפר יאסיף,"9,867","4,975","4,892"
508,כפר כמא,"3,284","1,634","1,650"
509,כפר כנא,"21,967","11,173","10,793"
510,כפר מנדא,"19,326","10,083","9,243"
107,כפר סילבר,289,169,120
189,כפר פינס,"1,037",278,759
249,כפר סירקין,"1,433",700,734
274,כפר מנחם,"1,408",723,685
295,כפר רופין,442,215,227
297,כפר מסריק,821,436,385
316,כפר נטר,"1,236",610,626
345,כפר סאלד,616,304,313
388,כפר קיש,564,294,269
579,כפר ראש הנקרה,"1,354",657,698
764,כפר מרדכי,659,319,340
845,כפר עזה,712,368,344
875,כפר עבודה,240,122,118
"1,130",כפר רוזנואלד (זרעית),264,139,125
"1,166",כפר רות,226,116,110
"3,488",כפר עציון,"1,145",761,384
"6,900",כפר סבא,"100,039","48,183","51,856"
512,כפר מצר,"2,688","1,387","1,300"
634,כפר קאסם,"22,743","11,669","11,074"
654,כפר קרע,"18,313","9,272","9,042"
47,כפר תבור,"4,099","2,034","2,065"
88,כרם בן שמן,89,44,45
267,כפר שמריהו,"1,872",897,975
580,"כרם מהר""ל",746,385,361
585,לביא,620,313,307
605,כפר שמאי,502,244,257
664,כרם בן זמרה,481,244,237
743,כפר שמואל,895,467,427
768,כרמייה,631,298,333
"1,085",כרם שלום,105,55,51
"1,094",כרם יבנה (ישיבה),499,330,169
"1,139",כרמיאל,"45,919","22,375","23,545"
"1,198",כרמים,466,223,244
"1,207",לבון,696,344,352
"1,264",כרמי יוסף,"1,707",852,855
"1,285",כרכום,529,267,262
"1,374",כרמי קטיף,151,70,81
"3,572",כפר תפוח,"1,166",558,608
"3,656",כרמל,422,232,191
"3,766",כרמי צור,"1,037",518,519
24,לכיש,731,370,361
52,לוזית,723,354,369
102,מאיר שפיה,304,195,110
380,להבות הבשן,869,434,434
595,לוחמי הגיטאות,661,330,331
674,לימן,723,369,354
715,להבות חביבה,"1,007",494,513
771,מבוא ביתר,944,477,467
"1,171",לוטם,747,373,374
"1,173",לפידות,123,60,63
"1,230",לבנים,421,207,214
"1,255",לוטן,208,118,90
"1,271",להבים,"6,392","3,175","3,217"
"1,310",לפיד,"2,485","1,224","1,261"
"2,023",להב,520,237,283
"2,055",מאור,"1,291",632,659
"3,569",מבוא דותן,393,198,195
"3,709",מבוא חורון,"2,589","1,371","1,218"
"1,060",לקיה,"12,857","6,404","6,453"
"7,000",לוד,"74,604","37,048","37,556"
65,מגדל,"1,887",960,927
375,מגל,"1,103",546,556
573,מבקיעים,445,231,214
586,מגידו,847,417,430
689,מגדים,"1,311",650,661
695,מגן,542,278,265
722,מגשימים,"1,086",542,544
829,מבטחים,427,225,202
874,מגדל העמק,"25,371","12,617","12,754"
"1,015",מבשרת ציון,"24,445","12,166","12,279"
"1,080",מבועים,"1,218",600,619
"1,141",מבוא מודיעים,246,124,122
"1,155",מגן שאול,670,344,326
"1,318",מבואות ים,439,288,151
"3,561",מגדל עוז,605,273,331
"3,751",מגדלים,335,187,148
"4,204",מבוא חמה,398,191,207
481,מגאר,"22,261","11,455","10,806"
516,מג'ד אל-כרום,"15,066","7,697","7,369"
"4,201",מג'דל שמס,"10,930","5,548","5,382"
28,מזכרת בתיה,"14,159","6,997","7,162"
43,מטולה,"1,607",818,789
104,מזרע,717,344,373
208,מוצא עילית,"1,107",531,576
269,מולדת,"1,048",527,521
308,מחניים,739,352,387
606,מזור,"1,329",664,664
776,מחסיה,452,243,209
822,מטע,880,435,445
897,מדרשת רופין,417,208,209
"1,140",מדרשת בן גוריון,"1,915",950,965
"1,163",מורן,456,216,241
"1,178",מורשת,"1,438",701,737
"1,196",מחנה יתיר,225,105,120
"1,200",מודיעין-מכבים-רעות*,"91,328","45,448","45,880"
"2,029",מדרך עוז,745,357,387
"3,599",מחולה,537,261,276
"3,797",מודיעין עילית,"70,081","35,615","34,466"
517,מזרעה,"3,777","1,933","1,844"
635,מוקייבלה,"3,915","1,988","1,927"
48,מנחמיה,"1,041",536,505
164,מלאה,395,206,189
382,מכמורת,"1,367",686,681
596,מלכייה,446,219,228
607,מירון,938,381,557
731,מישר,834,410,425
"1,128",מי עמי,353,180,173
"1,154",מלכישוע,207,169,39
"1,174",מנוף,840,412,428
"1,202",מכמנים,507,247,261
"1,205",מנות,424,216,208
"1,268",מיתר,"7,749","3,907","3,842"
"1,282",מירב,700,357,343
"2,030",מנוחה,561,278,283
"2,044",מלילות,320,158,162
"2,054",מיטב,468,252,216
"3,614",מכורה,136,75,61
"4,019",מיצר,266,127,139
649,מייסר,"1,945",962,983
"1,343",מכחול,490,247,243
197,מעברות,986,498,488
263,מסדה,378,192,186
272,מעוז חיים,488,246,242
290,מעיין צבי,700,322,379
298,מסילות,443,218,224
347,מנרה,244,130,114
416,מעיין ברוך,649,340,309
570,מעונה,966,480,487
678,מעגן,380,195,186
694,מעגן מיכאל,"1,942",973,969
742,מסילת ציון,"1,262",604,658
748,מסלול,859,423,436
"1,082",מעגלים,"2,043","1,017","1,026"
"1,258",מסד,377,189,189
"3,608",מעלה אפרים,"1,205",602,604
"3,616",מעלה אדומים,"37,817","18,464","19,353"
"3,657",מעון,560,271,290
518,מעיליא,"3,190","1,582","1,609"
994,מנשית זבדה,"1,302",649,653
"4,203",מסעדה,"3,592","1,841","1,751"
58,מצפה,139,70,69
230,מעש,857,414,443
286,מעלה החמישה,739,362,376
325,מצובה,"1,165",593,572
344,מענית,726,351,374
668,מפלסים,"1,007",498,509
757,מצליח,"1,339",694,645
"1,127",מעלה גלבוע,753,448,305
"1,190",מצפה נטופה,966,490,476
"1,222","מצפה אבי""ב",994,501,493
"1,370",מצפה אילן,390,185,206
"3,576",מצפה יריחו,"2,394","1,380","1,014"
"3,637",מעלה שומרון,"1,045",521,523
"3,651",מעלה מכמש,"1,402",714,688
"3,653",מעלה עמוס,421,202,219
"3,745",מצדות יהודה,492,277,215
"3,752",מעלה לבונה,813,332,481
"4,008",מעלה גמלא,488,257,231
"1,327",מעלה עירון,"14,583","7,388","7,195"
"1,063",מעלות-תרשיחא,"21,267","10,637","10,630"
22,מקווה ישראל,432,240,191
66,מרחביה (קיבוץ),"1,162",549,612
97,מרחביה (מושב),672,325,347
99,מצפה רמון,"5,240","2,867","2,372"
378,משגב עם,329,160,169
421,משאבי שדה,453,211,242
563,משמר דוד,806,416,391
620,משואות יצחק,701,311,390
648,מצר,377,181,197
670,משמר איילון,562,281,280
732,משמר הירדן,766,385,381
765,משגב דב,683,337,346
843,מרגליות,396,211,185
"1,098",מרכז שפירא,"2,118","1,198",920
"1,340",מרחב עם,448,222,225
"3,605",משואה,161,85,75
"3,610",מצפה שלם,184,94,91
"3,785",משכיות,276,160,116
"4,101",מרום גולן,701,353,348
520,משהד,"8,091","4,150","3,941"
80,נהלל,845,419,425
130,משמר העמק,"1,254",604,650
194,משמר השרון,582,293,289
213,משמרות,888,450,438
309,נהורה,"1,168",595,573
315,נגבה,939,458,481
395,משמר הנגב,907,460,446
396,נבטים,919,449,470
408,נאות מרדכי,582,291,291
425,משמרת,"1,066",544,523
729,משמר השבעה,984,512,472
791,משען,"1,050",546,504
"1,124",נאות הכיכר,421,226,196
"1,184",מתת,193,101,92
"1,197",נאות סמדר,230,108,122
"1,315",מתן,"3,577","1,790","1,787"
"3,648",מתתיהו,802,476,326
