סמל היישוב,שם יישוב,"סה""כ",זכר,נקבה
"7,100",אשקלון,"130,660","63,567","67,093"
21,באר אורה,617,308,308
155,באר טוביה,"1,030",496,534
234,ביצרון,"1,221",604,617
399,בארי,996,486,509
450,בארות יצחק,415,197,217
559,בוסתן הגליל,961,479,482
697,בארותיים,"1,116",567,548
698,בורגתה,"1,128",571,557
740,אשתאול,"1,200",599,601
762,בטחה,721,364,357
"1,278",באר מילכה,150,82,68
"1,376",באר גנים,368,167,202
"2,043",בחן,931,503,428
"2,530",באר יעקב,"18,401","9,396","9,005"
"9,000",באר שבע,"203,604","99,188","104,415"
482,בועיינה-נוג'ידאת,"9,114","4,737","4,377"
998,ביר אל-מכסור,"8,709","4,423","4,286"
"1,348",ביר הדאג',"4,583","2,231","2,353"
"4,001",בוקעאתא,"6,329","3,231","3,098"
"6,000",באקה אל-גרביה,"28,125","14,209","13,916"
95,בית אלפא,862,425,438
143,בית זרע,567,277,291
242,בית השיטה,"1,215",596,619
317,בית אורן,452,231,221
322,בית הלל,765,381,384
353,בית זיד,74,44,29
368,בירייה,822,400,421
373,בית הלוי,813,396,417
466,בית דגן,"7,099","3,589","3,510"
562,בית אלעזרי,"1,494",773,722
571,בית גמליאל,953,465,488
572,בית העמק,511,236,275
619,בית גוברין,436,221,215
710,בית זית,"1,631",784,847
723,בית הגדי,730,386,344
"1,076",בית ברל,113,33,80
"3,574",בית אל,"6,046","3,143","2,903"
"3,645",בית הערבה,159,78,81
"3,652",בית אריה,"4,721","2,362","2,359"
480,בית ג'ן,"11,426","5,717","5,709"
16,בית ניר,580,290,290
159,בית חנן,573,274,299
200,בית ינאי,419,213,205
202,בית עובד,309,157,153
212,בית צבי,201,170,31
265,בית יוסף,433,236,197
288,בית יהושע,"1,062",512,550
301,בית עוזיאל,599,304,295
326,בית יצחק-שער חפר,"2,105","1,006","1,100"
430,בית לחם הגלילית,777,390,387
604,בית עריף,"1,112",567,545
672,בית נקופה,633,318,315
751,בית מאיר,775,395,380
756,בית עזרא,"1,090",556,534
784,בית נחמיה,887,429,458
800,בית חנניה,901,459,443
877,בית חירות,881,432,449
"1,050",בית חשמונאי,"2,171","1,080","1,091"
"2,033",בית חלקיה,888,523,365
"3,575",בית חורון,"1,228",629,600
94,בלפוריה,435,218,217
248,בית שערים,747,353,394
252,ביתן אהרן,361,125,236
365,בית קשת,591,283,309
386,בני דרור,"1,216",534,681
592,בני דרום,671,330,341
598,בית קמה,"1,356",691,665
712,בן עמי,745,383,362
747,בית שקמה,827,429,399
760,בן זכאי,"1,083",556,527
848,בית רבן,"1,057",257,800
"1,084",בן שמן (כפר נוער),625,335,290
"1,162",בית רימון,623,347,275
"1,368",בני דקלים,659,347,312
"2,013",בן שמן (מושב),855,432,423
"2,610",בית שמש,"103,922","51,898","52,024"
"3,780",ביתר עילית,"49,343","24,752","24,591"
"4,015",בני יהודה,"1,040",508,531
"6,100",בני ברק,"182,799","93,149","89,650"
"9,200",בית שאן,"17,332","8,747","8,585"
389,בצרה,"1,118",569,549
418,בני ציון,"1,392",681,712
428,ברור חיל,880,456,424
448,בני עטרות,995,501,494
588,בני ראם,"1,353",701,652
589,בצת,250,117,133
685,בניה,792,395,397
823,בר גיורא,641,321,319
864,בקוע,665,336,329
"1,066","בני עי""ש","6,920","3,355","3,565"
"1,191",בר יוחאי,921,446,475
"1,363",בני נצרים,544,271,273
"2,060",ברוש,439,217,222
"3,612",בקעות,182,90,92
"3,710",ברכה,"2,267","1,185","1,082"
"3,744",ברוכין,719,358,361
"9,800",בנימינה-גבעת עדה*,"14,777","7,341","7,436"
483,בענה,"7,918","3,934","3,984"
944,בסמת טבעון,"7,507","3,726","3,781"
"1,326","בסמ""ה","8,914","4,594","4,320"
33,בת שלמה,608,308,300
86,גבע,625,287,337
141,ברק,422,197,224
352,גבולות,299,153,146
379,גאולים,896,428,468
424,גבים,520,258,262
617,ברקאי,525,263,262
667,ברעם,590,308,282
683,גבע כרמל,"1,166",577,589
746,ברכיה,"1,199",647,552
853,גאליה,992,513,480
872,גאולי תימן,369,193,176
"1,319",בת חפר,"5,448","2,764","2,684"
"1,323",בת הדר,704,364,340
"1,361",בת חן,422,203,219
"2,038",ברקת,"1,867",906,961
"3,654",ברקן,"1,741",881,859
"3,763",גבע בנימין,"5,232","2,632","2,600"
"3,794",בת עין,"1,226",621,604
"6,200",בת ים,"128,892","61,346","67,547"
147,גבעת ברנר,"2,617","1,294","1,323"
173,גבעת חיים (מאוחד),984,490,494
207,"גבעת ח""ן",362,186,176
360,"גבעת ניל""י",733,362,371
566,גבעת שמש,74,56,18
681,גבעת שמואל,"25,298","12,613","12,686"
703,גבעת עוז,469,240,229
787,גבעת יערים,"1,386",695,691
802,"גבעת כ""ח",859,434,425
870,גבעת השלושה,783,393,390
919,גבעת ישעיהו,796,393,402
"1,077",גבעת שפירא,434,202,232
"1,288",גבעת אלה,"1,911",954,957
"1,293",גבעת אבני,"2,082","1,052","1,030"
"1,344",גבעות בר,815,409,407
"2,014",גבעולים,326,163,163
"2,018",גבעת חיים (איחוד),"1,067",530,537
"3,644",גבעון החדשה,"1,151",589,561
"3,730",גבעת זאב,"16,123","8,060","8,064"
"4,021",גבעת יואב,662,322,340
35,גדות,406,202,204
133,גבת,860,410,450
145,גדיש,399,194,205
196,גיבתון,327,160,167
342,גברעם,372,208,165
370,גזר,273,130,143
442,גדעונה,411,209,202
457,גזית,655,315,340
706,גיאה,929,458,471
736,גילת,"1,323",672,651
755,גורן,441,233,208
793,גבעתי,955,476,479
852,גונן,329,158,170
"1,043",גיזו,188,100,88
"1,204",גילון,"1,082",546,537
"1,219",גורנות הגליל,168,85,83
"2,550",גדרה,"26,217","12,698","13,519"
"6,300",גבעתיים,"57,508","27,064","30,444"
485,ג'ולס,"6,118","3,112","3,006"
"1,292",ג'דיידה-מכר,"20,078","10,090","9,988"
72,גן שמואל,870,415,455
92,גיניגר,655,332,324
144,גן שלמה,518,243,275
166,גן יבנה,"22,453","11,240","11,214"
225,גן השומרון,803,387,415
239,גן חיים,816,408,408
262,גינוסר,568,259,310
311,גן שורק,677,346,330
346,גליל ים,470,225,245
369,גלעד (אבן יצחק),463,237,226
393,גלאון,378,194,185
734,גן יאשיה,976,520,456
745,גמזו,"1,165",590,575
863,גינתון,884,456,428
"1,072",גן הדרום,563,287,276
"1,206",גיתה,266,137,129
"1,274",גן נר,"2,643","1,309","1,335"
"3,606",גלגל,171,73,98
"3,613",גיתית,376,203,173
627,ג'לג'וליה,"9,361","4,787","4,574"
39,גפן,384,210,174
128,גת רימון,300,153,147
218,גני עם,240,116,124
229,גני תקווה,"16,053","7,815","8,238"
305,גשר,425,203,222
340,גת (קיבוץ),704,350,354
463,געתון,568,280,288
549,גנות הדר,909,470,439
574,גשר הזיו,"1,605",802,803
836,גנות,623,313,311
842,געש,682,325,356
862,גני יוחנן,618,320,299
"1,103",גני הדר,278,141,137
"1,129",גרופית,262,128,134
"1,371",גני טל,645,324,321
"3,823",גני מודיעין,"2,347","1,136","1,211"
"4,022",גשור,264,130,134
487,ג'ש (גוש חלב),"3,078","1,530","1,548"
541,ג'סר א-זרקא,"13,962","6,901","7,060"
628,ג'ת,"11,164","5,702","5,462"
62,דגניה א',534,267,267
79,דגניה ב',643,340,303
146,דבורה,227,110,116
300,דלייה,792,367,426
336,דורות,756,380,376
407,דברת,353,175,177
431,דלתון,869,447,422
738,דור,398,199,199
849,דבירה,797,386,411
"1,067","דוב""ב",478,242,236
"2,063",דישון,354,181,173
"2,200",דימונה,"33,258","16,508","16,750"
"3,747",דולב,"1,302",594,709
475,דחי,636,332,304
489,דבורייה,"9,889","5,030","4,859"
490,דייר אל-אסד,"11,716","6,020","5,696"
492,דייר חנא,"9,831","4,940","4,890"
493,דייר ראפאת,83,44,39
494,דאלית אל-כרמל,"16,778","8,540","8,239"
"1,317",דמיידה,463,247,216
191,הדר עם,599,310,289
250,הזורע,842,391,451
302,דפנה,908,437,471
303,דן,666,342,324
307,הזורעים,915,511,404
356,הגושרים,720,361,360
377,המעפיל,807,388,419
423,העוגן,855,416,439
434,החותרים,730,360,370
675,הבונים,345,169,176
677,הסוללים,907,463,444
684,היוגב,632,318,315
702,האון,184,77,107
726,הודייה,488,232,256
"1,186",הושעיה,"1,929",978,951
"1,208",הילה,575,291,284
"1,241",דקל,311,157,155
"1,322",הודיות,293,147,146
"9,700",הוד השרון,"56,659","27,485","29,174"
"1,349",דריג'את,"1,065",535,530
44,זוהר,349,185,164
464,הראל,247,123,124
584,זיקים,625,317,308
788,זיתן,"1,045",539,506
799,זכריה,"1,039",487,552
815,זבדיאל,470,229,241
816,זנוח,510,268,242
"1,065",זמרת,458,228,230
"1,133",ורדון,264,141,122
"1,203",הררית,412,209,203
"1,249",הרדוף,"1,034",514,519
"1,261",הר עמשא,113,62,51
"2,064",זרועה,352,180,172
"3,603",הר גילה,"1,505",746,759
"3,639",ורד יריחו,239,124,115
"3,769",הר אדר,"3,858","1,930","1,928"
"6,400",הרצלייה,"91,926","44,623","47,303"
"9,300",זכרון יעקב,"22,532","11,160","11,372"
975,זרזיר,"7,460","3,782","3,678"
"1,290",זמר,"6,486","3,290","3,196"
115,חופית,739,357,382
160,חולדה,913,455,458
205,חגלה,831,393,438
235,חבצלת השרון,553,330,222
253,חולתה,590,293,298
374,חוקוק,539,273,265
618,חדיד,866,435,432
662,חוסן,997,498,500
717,חגור,"1,135",565,570
818,זרחיה,693,353,340
"1,110",חבר,429,220,209
"1,239",חולית,147,71,75
"3,764",חגי,592,328,264
"4,026",חד-נס,827,421,406
"6,500",חדרה,"88,783","43,571","45,212"
"6,600",חולון,"188,834","91,210","97,625"
496,חורפיש,"6,077","3,058","3,019"
"1,303",חורה,"19,371","9,681","9,690"
"1,321",ח'ואלד,458,224,234
"1,332",חוסנייה,651,322,328
90,חפצי-בה,538,255,283
162,חירות,"1,266",609,657
219,חיבת ציון,657,336,321
280,חניתה,724,357,367
343,חמדיה,396,189,207
355,חורשים,311,148,163
363,חפץ חיים,503,250,253
801,חמד,"1,131",684,448
807,חניאל,931,456,475
820,חלץ,449,243,206
"1,047",חזון,311,155,156
"1,257",חנתון,794,393,400
"1,272",חלוץ,464,231,233
"3,573",חלמיש,"1,278",694,584
"3,609",חמרה,127,71,56
"3,643",חיננית,"1,089",569,519
"3,646",חמדת,233,130,103
"4,005",חספין,"1,739","1,151",588
993,חמאם,"1,410",682,728
"4,000",חיפה,"278,903","133,991","144,912"
13,חצבה,566,281,285
268,טירת צבי,759,398,361
397,חצרים,786,375,411
406,חצור-אשדוד,556,282,275
422,חרב לאת,850,529,321
663,טירת יהודה,"1,183",582,601
700,חצב,"1,404",700,703
"1,024",חרוצים,889,441,448
"1,209",חרשים,290,147,143
"1,247",חריש,969,485,484
"2,034",חצור הגלילית,"8,834","4,525","4,309"
"2,100",טירת כרמל,"19,350","9,521","9,829"
"3,717",חרמש,219,113,105
"3,770",חשמונאים,"2,762","1,362","1,401"
"6,700",טבריה,"42,610","21,319","21,291"
497,טייבה (בעמק),"1,751",876,875
498,טורעאן,"13,337","6,845","6,492"
962,טובא-זנגרייה,"6,270","3,083","3,187"
"2,720",טירה,"24,873","12,548","12,325"
"2,730",טייבה,"40,941","20,637","20,303"
46,יבנאל,"4,092","2,032","2,061"
64,"יד רמב""ם","1,044",518,526
96,יגור,"1,525",768,757
358,יד מרדכי,678,340,338
462,טל שחר,"1,287",649,638
577,יד בנימין,"3,849","2,017","1,832"
758,יד חנה,800,407,393
775,יד נתן,604,321,283
798,יגל,901,446,454
"1,134",יד השמונה,131,64,66
"1,177",טללים,399,200,199
"1,181",טל-אל,"1,110",576,533
"1,214",טפחות,464,273,191
"1,232",יבול,350,182,168
"2,660",יבנה,"42,314","21,057","21,257"
"3,743",טנא,756,408,349
"3,788",טלמון,"3,704","1,836","1,868"
547,טמרה (יזרעאל),"1,513",760,753
"1,295",יאנוח-ג'ת,"6,253","3,150","3,103"
"8,900",טמרה,"32,389",,
29,יסוד המעלה,"1,644",809,835
409,יחיעם,596,313,284
440,יסודות,907,582,325
452,יזרעאל,566,272,294
575,יסעור,719,368,352
753,ינוב,933,501,432
803,יושיביה,524,259,265
811,יכיני,665,341,324
866,יטבתה,657,334,323
"1,112",יודפת,710,358,353
"1,138",יעד,710,365,345
"1,144",ידידה,214,155,59
"1,158",יהל,182,92,89
"1,226",יובלים,"1,081",534,547
"2,009",יובל,634,320,314
"2,011",ינון,"1,116",559,557
"3,607","ייט""ב",279,126,152
"4,007",יונתן,601,252,348
"9,400",יהוד,"29,146","14,380","14,766"
134,יפעת,"1,083",544,539
183,ירקונה,399,196,203
240,יקנעם עילית,"21,383","10,520","10,863"
241,יקנעם (מושבה),"1,345",662,683
417,יקום,709,350,360
453,יפתח,505,256,249
623,יראון,386,194,191
718,ירחיב,956,494,462
759,יציץ,770,399,370
795,יערה,712,363,348
831,ירוחם,"9,078","4,858","4,220"
916,ישע,368,192,176
"1,044",יעף,291,143,149
"2,026",ירדנה,344,169,175
"3,566",יפית,149,70,80
"3,647",יקיר,"1,863",928,935
"3,749",יצהר,"1,380",736,644
499,יפיע,"18,234","9,157","9,077"
502,ירכא,"16,244","8,331","7,913"
"3,000",ירושלים,"865,721","430,967","434,754"
371,כדורי,166,97,69
576,כברי,"1,001",491,510
805,ישעי,738,380,357
824,כוכב מיכאל,992,513,479
828,ישרש,922,475,447
840,כיסופים,235,116,118
"1,153",כישור,146,99,47
"1,183",כליל,572,283,289
"1,210",כחל,358,170,188
"1,224",כוכב יאיר,"9,054","4,539","4,514"
"1,227",יתד,326,173,153
"1,229",כלנית,195,113,83
"1,252",כורזים,357,170,187
"1,338",כדיתה,162,88,73
"3,564",כוכב השחר,"1,945","1,064",881
"3,779",כוכב יעקב,"7,313","3,573","3,740"
504,כאבול,"13,209","6,633","6,576"
505,כאוכב אבו אל-היג'א,"3,356","1,672","1,684"
"1,331",כמאנה,"1,415",718,698
"1,367",כחלה,145,78,66
57,כנרת (קבוצה),685,347,338
63,כנרת (מושבה),627,318,310
132,כפר ברוך,518,256,261
177,"כפר ביל""ו","1,254",631,624
220,כפר ביאליק,754,403,351
357,כפר בלום,677,329,348
364,כפר אוריה,927,492,435
690,כפר אחים,795,387,408
857,כפר אביב,804,413,391
859,כסלון,429,228,201
"1,201",כמון,"1,357",686,671
"1,291",כמהין,159,81,78
"2,006",כנות,355,204,151
"2,010",כפר בן נון,647,332,315
"3,638",כפר אדומים,"4,145","2,088","2,057"
"4,028",כנף,419,197,222
633,כפר ברא,"3,354","1,685","1,669"
978,כעביה-טבאש-חג'אג'רה,"4,978","2,513","2,466"
"1,059",כסיפה,"19,069","9,467","9,602"
"1,296",כסרא-סמיע,"8,177","4,159","4,017"
76,כפר גלעדי,657,326,330
106,כפר גדעון,332,172,160
187,כפר הס,"1,581",800,782
190,כפר ויתקין,"2,017","1,010","1,007"
192,כפר החורש,613,293,320
217,"כפר הרא""ה","1,390",797,593
254,כפר המכבי,371,183,188
310,כפר גליקסון,273,140,133
320,כפר ורבורג,"1,130",539,591
427,כפר גלים,294,178,116
443,כפר הנשיא,835,409,425
582,כפר הנגיד,"1,223",635,588
696,"כפר חב""ד","6,048","3,037","3,010"
707,כפר דניאל,726,369,357
786,כפר זיתים,758,429,329
888,"כפר הרי""ף",852,434,417
890,כפר הנוער הדתי,258,179,78
"1,263",כפר ורדים,"5,446","2,636","2,809"
"1,325",כפר זוהרים,142,119,23
"3,796",כפר האורנים,"2,700","1,364","1,336"
85,כפר יחזקאל,"1,149",585,563
98,"כפר מל""ל",328,167,161
112,כפר חסידים א',798,391,407
140,כפר יהושע,"1,107",535,573
168,כפר יונה,"21,611","10,829","10,782"
170,כפר יעבץ,665,333,332
193,כפר חיים,600,304,296
233,כפר ידידיה,754,413,341
255,כפר חיטים,666,357,308
387,כפר מונש,949,471,478
609,כפר חושן,714,370,344
673,כפר טרומן,882,437,446
889,כפר חסידים ב',256,121,134
"1,095",כפר מימון,296,144,152
"1,297",כפר חנניה,669,335,333
"4,004",כפר חרוב,357,188,169
507,כפר יאסיף,"9,587","4,822","4,765"
508,כפר כמא,"3,188","1,587","1,601"
509,כפר כנא,"21,296","10,798","10,497"
510,כפר מנדא,"18,509","9,664","8,846"
107,כפר סילבר,227,124,103
189,כפר פינס,994,265,729
249,כפר סירקין,"1,333",644,689
274,כפר מנחם,"1,296",657,638
295,כפר רופין,404,200,204
297,כפר מסריק,780,403,377
316,כפר נטר,"1,157",565,591
345,כפר סאלד,589,295,293
388,כפר קיש,520,266,255
579,כפר ראש הנקרה,"1,271",620,651
764,כפר מרדכי,655,322,333
845,כפר עזה,705,369,336
875,כפר עבודה,249,122,127
"1,130",כפר רוזנואלד (זרעית),249,131,118
"1,166",כפר רות,208,105,103
"3,488",כפר עציון,"1,071",713,358
"6,900",כפר סבא,"96,922","46,629","50,293"
512,כפר מצר,"2,595","1,351","1,244"
634,כפר קאסם,"21,848","11,219","10,629"
654,כפר קרע,"17,689","8,936","8,753"
47,כפר תבור,"3,796","1,872","1,924"
88,כרם בן שמן,83,40,43
267,כפר שמריהו,"1,856",898,958
580,"כרם מהר""ל",706,362,344
585,לביא,640,312,328
605,כפר שמאי,460,238,223
664,כרם בן זמרה,445,223,222
743,כפר שמואל,864,455,410
768,כרמייה,644,309,336
"1,085",כרם שלום,119,60,58
"1,094",כרם יבנה (ישיבה),541,373,168
"1,139",כרמיאל,"44,858","21,849","23,009"
"1,198",כרמים,391,192,199
"1,207",לבון,658,327,331
"1,230",לבנים,421,213,208
"1,264",כרמי יוסף,"1,674",844,830
"1,285",כרכום,564,287,277
"3,572",כפר תפוח,970,496,475
"3,656",כרמל,407,224,183
"3,766",כרמי צור,"1,036",511,525
24,לכיש,712,354,359
52,לוזית,653,320,334
102,מאיר שפיה,317,214,103
380,להבות הבשן,865,431,434
595,לוחמי הגיטאות,538,269,269
674,לימן,729,377,352
715,להבות חביבה,968,476,493
771,מבוא ביתר,857,434,423
"1,171",לוטם,694,348,346
"1,173",לפידות,121,60,62
"1,255",לוטן,181,103,78
"1,271",להבים,"6,442","3,200","3,242"
"1,310",לפיד,"2,551","1,262","1,289"
"2,023",להב,469,229,241
"2,055",מאור,"1,258",607,651
"3,569",מבוא דותן,364,191,173
"3,709",מבוא חורון,"2,517","1,356","1,161"
"4,204",מבוא חמה,344,161,184
"1,060",לקיה,"11,781","5,862","5,919"
"7,000",לוד,"72,819","36,008","36,811"
65,מגדל,"1,812",919,893
375,מגל,"1,057",520,536
573,מבקיעים,395,204,191
586,מגידו,847,412,436
689,מגדים,"1,277",632,644
695,מגן,551,283,268
722,מגשימים,"1,064",521,543
829,מבטחים,406,211,194
874,מגדל העמק,"24,959","12,353","12,607"
"1,015",מבשרת ציון,"24,409","12,213","12,196"
"1,080",מבועים,"1,161",567,594
"1,141",מבוא מודיעים,265,131,133
"1,155",מגן שאול,614,313,301
"1,318",מבואות ים,481,305,175
"2,029",מדרך עוז,748,368,380
"3,561",מגדל עוז,439,173,265
"3,751",מגדלים,269,157,113
481,מגאר,"21,650","11,130","10,520"
516,מג'ד אל-כרום,"14,774","7,575","7,199"
"4,201",מג'דל שמס,"10,643","5,382","5,261"
28,מזכרת בתיה,"12,698","6,303","6,395"
43,מטולה,"1,614",823,791
104,מזרע,608,301,308
208,מוצא עילית,940,457,483
269,מולדת,986,489,497
308,מחניים,686,327,359
606,מזור,"1,300",626,674
776,מחסיה,434,227,207
822,מטע,897,438,459
897,מדרשת רופין,480,266,214
"1,140",מדרשת בן גוריון,"1,787",903,884
"1,163",מורן,427,211,217
"1,178",מורשת,"1,424",692,732
"1,196",מחנה יתיר,197,100,97
"1,200",מודיעין-מכבים-רעות*,"88,749","44,169","44,580"
"3,599",מחולה,471,240,231
"3,797",מודיעין עילית,"64,179","32,792","31,387"
517,מזרעה,"3,649","1,869","1,781"
635,מוקייבלה,"3,719","1,889","1,830"
"1,360",מולדה*,295,146,149
48,מנחמיה,999,511,489
164,מלאה,390,199,191
382,מכמורת,"1,334",655,678
596,מלכייה,442,218,224
607,מירון,898,394,504
731,מישר,804,403,401
"1,128",מי עמי,331,174,157
"1,154",מלכישוע,138,120,18
"1,174",מנוף,794,389,405
"1,202",מכמנים,443,217,226
"1,205",מנות,402,206,196
"1,268",מיתר,"7,341","3,733","3,609"
"1,282",מירב,670,342,328
"2,030",מנוחה,528,270,259
"2,044",מלילות,276,139,137
"2,054",מיטב,461,245,216
"3,614",מכורה,141,76,65
"4,019",מיצר,211,101,109
649,מייסר,"1,880",943,937
"1,343",מכחול,395,196,199
197,מעברות,962,475,487
263,מסדה,345,172,173
272,מעוז חיים,461,240,221
290,מעיין צבי,683,313,370
298,מסילות,431,215,215
347,מנרה,224,123,101
416,מעיין ברוך,735,381,354
570,מעונה,968,488,481
678,מעגן,353,176,177
694,מעגן מיכאל,"1,890",949,941
742,מסילת ציון,"1,263",605,658
748,מסלול,900,453,447
"1,082",מעגלים,"1,969",970,999
"1,258",מסד,354,177,177
"3,608",מעלה אפרים,"1,206",605,601
"3,616",מעלה אדומים,"37,525","18,330","19,195"
"3,657",מעון,502,240,262
518,מעיליא,"3,208","1,581","1,627"
994,מנשית זבדה,"1,212",601,611
"4,203",מסעדה,"3,520","1,796","1,723"
58,מצפה,144,70,74
230,מעש,838,409,430
286,מעלה החמישה,674,334,340
325,מצובה,"1,116",578,538
344,מענית,676,332,344
668,מפלסים,971,473,498
757,מצליח,"1,302",678,623
"1,127",מעלה גלבוע,671,392,280
"1,190",מצפה נטופה,851,432,418
"1,222","מצפה אבי""ב",978,489,489
"1,370",מצפה אילן,317,152,165
"3,576",מצפה יריחו,"2,307","1,347",960
"3,637",מעלה שומרון,"1,015",516,500
"3,651",מעלה מכמש,"1,351",686,665
"3,653",מעלה עמוס,384,181,203
"3,745",מצדות יהודה,467,279,188
"3,752",מעלה לבונה,766,307,459
"4,008",מעלה גמלא,441,235,206
"1,327",מעלה עירון,"14,140","7,158","6,982"
"1,063",מעלות-תרשיחא,"21,227","10,598","10,630"
22,מקווה ישראל,381,222,159
66,מרחביה (קיבוץ),"1,136",527,608
97,מרחביה (מושב),664,316,349
99,מצפה רמון,"4,998","2,708","2,289"
378,משגב עם,316,149,167
421,משאבי שדה,441,210,231
563,משמר דוד,700,348,352
620,משואות יצחק,705,309,396
648,מצר,394,186,208
670,משמר איילון,514,253,261
732,משמר הירדן,678,346,333
765,משגב דב,666,323,344
843,מרגליות,393,206,187
"1,098",מרכז שפירא,"2,179","1,251",929
"1,340",מרחב עם,333,166,166
"3,605",משואה,148,83,65
"3,610",מצפה שלם,173,88,84
"3,785",משכיות,206,120,86
"4,101",מרום גולן,675,335,339
520,משהד,"7,858","4,031","3,828"
80,נהלל,962,514,448
130,משמר העמק,"1,216",592,624
194,משמר השרון,559,279,280
213,משמרות,796,389,407
309,נהורה,"1,136",577,559
315,נגבה,881,427,455
395,משמר הנגב,868,430,438
396,נבטים,825,408,417
408,נאות מרדכי,548,253,295
425,משמרת,"1,054",544,511
729,משמר השבעה,987,508,480
791,משען,"1,005",518,488
"1,124",נאות הכיכר,411,215,196
"1,184",מתת,192,96,97
"1,197",נאות סמדר,210,97,113
"1,315",מתן,"3,613","1,792","1,820"
"3,648",מתתיהו,698,415,283
"3,724",נגוהות,288,151,137
"4,551",נאות גולן,534,264,270
524,נאעורה,"2,131","1,081","1,050"
15,נועם,358,180,178
55,נוגה,546,294,253
